network	 Barcelona
nb_projects	 10
links_affected
0 	 100 	(610, 614);(598, 599);(920, 933);(619, 918);(927, 940);(916, 934);(525, 595);(591, 595);(919, 932);(611, 601);(915, 943);(593, 600);(750, 757);(918, 619);(594, 640);(914, 931);(757, 705);(619, 598);(617, 618);(616, 615);(917, 914);(616, 919);(640, 659);(612, 592);(922, 939);(598, 619);(912, 942);(913, 943);(618, 619);(918, 919);(595, 591);(615, 613);(599, 608);(595, 525);(926, 942);(914, 912);(591, 594);(615, 616);(912, 914);(608, 600);(593, 607);(926, 939);(613, 609);(720, 595);(914, 917);(915, 916);(916, 932);(926, 911);(928, 1005);(921, 936);(613, 612);(920, 913);(928, 940);(608, 607);(928, 927);(609, 608);(705, 640);(917, 935);(614, 613);(922, 921);(619, 618);(614, 616);(720, 586);(911, 926);(921, 922);(919, 931);(916, 915);(664, 594);(912, 937);(600, 612);(922, 927);(592, 611);(617, 616);(673, 720);(919, 918);(664, 591);(610, 618);(616, 617);(927, 922);(600, 609);(920, 929);(659, 673);(525, 586);(927, 928);(673, 750);(917, 937);(913, 920);(612, 611);(913, 1008);(618, 617);(921, 938);(599, 610);(914, 946);(617, 614);(592, 946);(609, 610);(673, 664);(929, 920);(600, 601);(591, 945);
1 	 100 	(357, 425);(323, 320);(329, 328);(350, 351);(330, 323);(355, 345);(378, 379);(334, 325);(354, 425);(356, 417);(374, 446);(341, 346);(372, 374);(340, 351);(399, 351);(357, 345);(340, 325);(387, 410);(325, 323);(359, 358);(334, 332);(371, 399);(381, 407);(351, 340);(383, 341);(323, 324);(361, 430);(378, 347);(325, 326);(328, 320);(347, 446);(383, 409);(351, 350);(345, 387);(397, 372);(286, 326);(350, 329);(328, 330);(340, 399);(345, 355);(399, 347);(352, 341);(399, 340);(385, 384);(373, 370);(326, 325);(402, 376);(384, 344);(344, 378);(355, 358);(358, 429);(320, 329);(356, 423);(352, 377);(375, 374);(371, 398);(326, 286);(287, 286);(346, 326);(358, 357);(381, 447);(347, 371);(386, 353);(359, 356);(375, 373);(361, 359);(387, 386);(380, 381);(372, 371);(385, 380);(345, 354);(386, 354);(325, 334);(324, 323);(384, 411);(320, 340);(398, 397);(287, 354);(354, 345);(373, 372);(376, 381);(351, 398);(356, 355);(355, 356);(398, 445);(353, 287);(379, 384);(380, 447);(346, 353);(377, 383);(374, 347);(347, 399);(340, 352);(397, 370);(377, 378);(325, 340);(376, 375);(402, 373);(379, 380);(344, 383);
2 	 100 	(271, 327);(279, 282);(294, 283);(302, 304);(280, 283);(202, 204);(272, 281);(283, 284);(291, 292);(298, 297);(297, 295);(270, 299);(276, 314);(271, 290);(293, 294);(275, 295);(299, 297);(289, 270);(302, 301);(282, 360);(208, 277);(270, 271);(208, 211);(282, 274);(296, 291);(283, 437);(290, 276);(237, 233);(281, 272);(282, 279);(274, 282);(209, 207);(281, 202);(295, 297);(207, 215);(280, 274);(272, 285);(293, 275);(291, 296);(297, 299);(284, 283);(292, 291);(279, 428);(275, 284);(273, 278);(296, 295);(285, 272);(278, 292);(310, 306);(301, 306);(207, 201);(277, 273);(288, 279);(310, 278);(292, 293);(302, 303);(209, 208);(303, 302);(208, 209);(274, 433);(215, 207);(274, 360);(295, 296);(310, 309);(278, 273);(290, 289);(298, 274);(297, 298);(295, 275);(299, 300);(272, 202);(211, 208);(301, 302);(277, 285);(273, 277);(284, 281);(293, 292);(211, 233);(278, 310);(276, 290);(279, 288);(233, 211);(292, 294);(300, 316);(294, 285);(283, 280);(274, 280);(285, 277);(299, 288);(300, 299);(282, 298);(273, 208);(281, 284);(207, 209);(208, 273);(296, 300);(270, 288);(211, 237);(237, 211);(300, 296);
3 	 100 	(236, 602);(235, 226);(230, 224);(232, 229);(227, 229);(246, 244);(222, 225);(217, 222);(242, 238);(226, 235);(224, 230);(223, 217);(221, 218);(533, 571);(470, 463);(469, 547);(244, 243);(241, 538);(485, 470);(469, 210);(235, 236);(229, 232);(243, 244);(223, 220);(240, 241);(471, 476);(486, 545);(463, 213);(241, 574);(234, 533);(229, 597);(520, 463);(236, 226);(245, 244);(244, 245);(206, 486);(228, 227);(533, 242);(242, 239);(239, 576);(222, 217);(210, 469);(227, 603);(217, 216);(216, 217);(242, 240);(206, 213);(224, 228);(225, 234);(482, 569);(240, 242);(243, 232);(238, 234);(516, 476);(220, 221);(533, 573);(226, 238);(226, 539);(476, 471);(210, 212);(236, 227);(221, 230);(235, 228);(244, 246);(523, 542);(471, 515);(232, 231);(219, 223);(217, 220);(218, 210);(216, 221);(533, 219);(231, 230);(228, 225);(485, 546);(217, 223);(520, 481);(469, 545);(225, 228);(476, 482);(470, 481);(225, 222);(228, 235);(229, 227);(238, 235);(227, 236);(486, 469);(242, 533);(239, 240);(224, 216);(463, 486);(482, 485);(481, 482);(230, 231);(481, 471);(238, 242);(219, 222);(516, 515);(216, 224);(476, 568);
4 	 100 	(771, 758);(760, 782);(786, 787);(336, 1017);(770, 773);(795, 770);(400, 401);(811, 810);(760, 761);(339, 367);(339, 1014);(382, 405);(366, 338);(759, 765);(338, 337);(784, 768);(808, 784);(782, 764);(401, 808);(368, 400);(448, 339);(382, 406);(779, 783);(405, 408);(810, 773);(338, 364);(781, 761);(790, 794);(336, 834);(775, 868);(333, 317);(772, 810);(767, 772);(783, 768);(810, 789);(765, 760);(367, 368);(772, 769);(367, 365);(401, 403);(791, 764);(761, 869);(369, 768);(403, 404);(364, 758);(788, 783);(787, 769);(338, 448);(795, 794);(767, 765);(769, 771);(764, 791);(336, 758);(339, 448);(337, 336);(779, 787);(365, 448);(786, 769);(789, 788);(786, 758);(789, 769);(365, 368);(758, 779);(772, 767);(768, 790);(788, 790);(366, 365);(769, 772);(761, 781);(758, 786);(771, 974);(368, 369);(759, 772);(791, 767);(761, 868);(771, 759);(769, 786);(364, 338);(317, 333);(767, 791);(336, 1016);(365, 338);(337, 1015);(794, 784);(790, 770);(404, 405);(768, 366);(364, 779);(366, 369);(758, 336);(448, 338);(787, 788);(405, 406);(758, 364);(317, 841);(770, 789);(781, 782);(811, 767);(783, 366);(765, 975);
5 	 100 	(522, 529);(589, 536);(585, 584);(548, 529);(556, 535);(554, 726);(555, 554);(558, 560);(681, 687);(565, 502);(588, 589);(657, 536);(536, 588);(662, 668);(548, 551);(561, 585);(562, 524);(549, 550);(510, 564);(552, 522);(558, 557);(657, 671);(681, 682);(521, 528);(668, 730);(521, 551);(668, 690);(550, 530);(536, 561);(527, 528);(560, 583);(663, 695);(589, 721);(557, 556);(565, 564);(589, 535);(524, 536);(555, 535);(524, 657);(528, 563);(670, 536);(678, 681);(551, 556);(663, 669);(521, 555);(536, 589);(535, 559);(551, 522);(563, 716);(584, 583);(660, 681);(587, 588);(549, 552);(527, 716);(681, 660);(535, 721);(521, 682);(527, 521);(536, 524);(686, 660);(551, 521);(670, 671);(687, 686);(561, 562);(552, 558);(560, 587);(528, 548);(583, 582);(535, 589);(559, 560);(682, 681);(582, 558);(559, 557);(669, 670);(535, 555);(584, 587);(682, 521);(669, 722);(590, 535);(557, 522);(671, 663);(678, 719);(529, 549);(521, 527);(564, 548);(522, 552);(588, 559);(587, 561);(522, 551);(510, 502);(529, 565);(556, 555);(564, 563);(554, 521);(590, 554);(555, 521);(671, 698);(583, 580);(682, 719);(676, 716);
6 	 100 	(636, 645);(254, 256);(873, 886);(622, 623);(256, 266);(674, 675);(666, 717);(266, 255);(262, 263);(634, 635);(873, 879);(249, 248);(263, 262);(634, 649);(248, 249);(635, 644);(645, 700);(267, 871);(259, 258);(262, 253);(248, 1009);(683, 738);(265, 259);(684, 679);(254, 267);(264, 891);(649, 679);(649, 634);(260, 646);(253, 255);(644, 622);(631, 899);(680, 685);(692, 651);(264, 265);(667, 651);(623, 622);(649, 665);(651, 740);(251, 891);(635, 1019);(677, 741);(636, 623);(261, 887);(635, 634);(634, 667);(253, 266);(649, 683);(680, 679);(256, 264);(259, 1019);(250, 853);(265, 258);(254, 887);(646, 631);(256, 254);(645, 636);(679, 649);(634, 885);(255, 253);(633, 644);(265, 264);(264, 256);(255, 881);(667, 688);(679, 677);(623, 636);(266, 256);(252, 263);(679, 680);(253, 262);(646, 260);(255, 250);(623, 646);(259, 265);(258, 259);(263, 252);(267, 879);(674, 778);(250, 1009);(259, 260);(622, 883);(649, 885);(631, 646);(685, 684);(693, 692);(267, 254);(644, 635);(250, 255);(645, 1018);(258, 887);(688, 736);(684, 683);(260, 898);(646, 623);(665, 677);(633, 634);(260, 259);(665, 649);(692, 688);
7 	 100 	(205, 214);(457, 507);(349, 395);(422, 421);(394, 392);(390, 391);(464, 517);(459, 453);(455, 454);(458, 460);(472, 462);(449, 519);(442, 390);(452, 420);(474, 452);(392, 391);(444, 504);(203, 456);(444, 349);(457, 490);(415, 342);(389, 801);(459, 464);(421, 420);(449, 477);(392, 443);(460, 803);(214, 468);(454, 455);(467, 349);(214, 475);(474, 517);(420, 415);(457, 806);(459, 499);(389, 388);(473, 819);(396, 422);(466, 487);(462, 450);(395, 396);(391, 393);(348, 389);(451, 491);(473, 461);(443, 444);(462, 498);(458, 505);(475, 454);(456, 488);(414, 415);(391, 342);(450, 507);(395, 493);(468, 487);(475, 453);(460, 348);(450, 497);(464, 459);(453, 459);(413, 414);(465, 480);(422, 394);(396, 464);(451, 495);(343, 785);(450, 492);(453, 475);(454, 475);(394, 395);(214, 205);(415, 393);(348, 444);(393, 421);(475, 512);(442, 443);(468, 483);(454, 513);(456, 489);(420, 419);(392, 390);(465, 484);(472, 509);(393, 394);(388, 442);(474, 478);(443, 389);(475, 214);(466, 480);(349, 392);(464, 479);(414, 419);(467, 504);(452, 474);(388, 343);(453, 468);(421, 474);(461, 508);(461, 457);(466, 459);
8 	 100 	(269, 889);(985, 952);(983, 986);(953, 949);(982, 991);(906, 904);(980, 986);(986, 980);(990, 950);(900, 909);(983, 1004);(956, 953);(990, 984);(982, 984);(910, 960);(904, 903);(951, 952);(985, 950);(949, 953);(954, 957);(906, 910);(952, 951);(957, 954);(959, 906);(988, 997);(980, 1003);(981, 995);(980, 889);(268, 269);(907, 897);(949, 959);(979, 257);(952, 958);(984, 988);(960, 910);(952, 985);(889, 269);(981, 1004);(906, 959);(982, 985);(901, 906);(979, 987);(903, 639);(952, 982);(960, 958);(958, 952);(910, 950);(953, 957);(989, 988);(958, 960);(888, 892);(988, 989);(901, 909);(957, 953);(984, 982);(959, 949);(892, 888);(269, 268);(987, 993);(981, 991);(979, 992);(957, 956);(910, 906);(906, 901);(950, 983);(983, 950);(909, 901);(987, 1003);(905, 908);(950, 958);(897, 895);(901, 905);(986, 983);(904, 905);(257, 979);(889, 980);(959, 960);(986, 1004);(889, 892);(953, 956);(895, 892);(909, 983);(908, 909);(892, 889);(900, 990);(900, 897);(951, 1010);(987, 992);(907, 900);(956, 957);(257, 269);(987, 979);(980, 992);(950, 990);(269, 257);(988, 996);(951, 956);(956, 951);(980, 1002);(908, 900);
9 	 100 	(637, 638);(701, 702);(753, 746);(893, 894);(708, 654);(709, 655);(656, 654);(630, 628);(703, 744);(637, 713);(625, 653);(628, 630);(754, 755);(654, 704);(648, 647);(626, 658);(626, 638);(713, 710);(755, 756);(709, 648);(752, 753);(628, 643);(653, 625);(896, 902);(655, 708);(648, 710);(712, 655);(638, 923);(653, 706);(655, 629);(638, 637);(642, 641);(744, 702);(647, 656);(745, 703);(624, 627);(642, 893);(710, 711);(625, 641);(893, 642);(652, 650);(630, 629);(672, 661);(630, 632);(710, 661);(624, 641);(713, 714);(653, 712);(658, 672);(752, 656);(629, 632);(702, 704);(894, 896);(643, 896);(704, 707);(753, 754);(747, 746);(641, 625);(625, 629);(661, 754);(754, 747);(630, 1013);(714, 638);(712, 653);(755, 672);(632, 630);(638, 626);(702, 751);(672, 711);(714, 658);(654, 751);(652, 701);(629, 625);(661, 647);(707, 708);(629, 653);(751, 703);(704, 652);(647, 753);(641, 642);(629, 628);(632, 637);(656, 709);(632, 924);(637, 632);(711, 714);(751, 752);(746, 745);(708, 709);(628, 642);(641, 624);(745, 752);(706, 707);(655, 712);(706, 652);(658, 756);(627, 624);(642, 628);(707, 712);(630, 902);
