network	 SiouxFalls
nb_projects	 20
links_affected
0 	 3 	(1, 3);(3, 1);(12, 3);
1 	 4 	(22, 23);(22, 15);(21, 22);(24, 23);
2 	 4 	(15, 10);(15, 19);(19, 20);(22, 20);
3 	 4 	(20, 19);(20, 22);(20, 21);(17, 19);
4 	 4 	(13, 12);(12, 11);(12, 13);(11, 14);
5 	 4 	(23, 14);(14, 23);(23, 22);(22, 21);
6 	 5 	(8, 16);(16, 8);(6, 8);(6, 5);(6, 2);
7 	 4 	(3, 4);(11, 4);(5, 4);(5, 9);
8 	 4 	(10, 17);(17, 10);(17, 16);(16, 18);
9 	 4 	(4, 11);(11, 10);(10, 16);(4, 5);
10 	 4 	(10, 11);(10, 15);(16, 10);(19, 15);
11 	 3 	(13, 24);(21, 24);(21, 20);
12 	 5 	(9, 10);(10, 9);(9, 8);(9, 5);(8, 6);
13 	 4 	(14, 15);(14, 11);(15, 14);(15, 22);
14 	 3 	(18, 20);(20, 18);(18, 7);
15 	 4 	(2, 1);(1, 2);(2, 6);(5, 6);
16 	 3 	(16, 17);(18, 16);(19, 17);
17 	 4 	(7, 18);(8, 7);(8, 9);(7, 8);
18 	 3 	(3, 12);(11, 12);(4, 3);
19 	 3 	(24, 13);(23, 24);(24, 21);
